"Ministry","City/country","Name","Address","Latitude","Longitude"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 1F - 5","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 1F - 1","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 1F - 3","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital - (First School District) 1F - 1","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital - (First School District) 1F - 2","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital - (First School District) 1F - 3","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital - (First School District) RF","1F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 2F - 4","2F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 2F - 2","2F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 2F - 1","2F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 2F - 3","2F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Health and Welfare","Taipei City","Cathay General Hospital, Taipei General Hospital 3F","3F., No.280, Sec. 4, Ren_ai Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.036783","121.553757"
"Ministry of Finance","Taipei City","Chang Hwa Bank,Jen-Ho Branch","No.31, Sec. 4, Ren_ ai Rd., Da_ an Dist., Taipei City 10685, Taiwan (R.O.C.)","25.03824","121.54562"
"Ministry of Finance","Taipei City","FirstBank_Renhe","No.376, Sec. 4, Ren’ai Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)","25.037397","121.555753"
"Ministry of Finance","Taipei City","FirstBank_Renai","No.50, Sec.4, Renai Rd., Daan Dist., Taipei City 10687, Taiwan (R.O.C)","25.0376027","121.5473591"
"Ministry of Finance","Taipei City","Taipei Postal Office Station,Taipei Customs Office","2F., No.89,Sec.3, Xinyi Rd.,Da-an District,Taipei City 10658,Taiwan(R.O.C.)","25.019655","121.546474"
"Ministry of Health and Welfare","Taipei City","Affiliated Outpatient Center(Hsinyi Road)Taipei , National Health Inseurance Administration","B1F., No.140, Sec. 3, Xinyi Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.03313","121.540161"
"Ministry of Finance","Taipei City","Mega International Commercial Bank Co., IT Department, 8F","8F., No.182, Sec.3, Hsin-yi Rd., Taipei City 10658, Taiwan (R.O.C.)","25.033209","121.542445"
"Ministry of Finance","Taipei City","Mega International Commercial Bankd Co.,Ltd. Ta An Branch","No.182, Sec.3, Hsin-yi Rd., Taipei City 10658, Taiwan (R.O.C.)","25.033209","121.542445"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(JinYi Building 6F)","3F,No. 41-2, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034283","121.535161"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(1F)","No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.033789","121.535347"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(2F-1)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(2F-2)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(3F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(4F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(5F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(6F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(7F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Industrial Development Bureau, Ministry of Economic Affairs(8F)","2F,No. 41-3, Hsin Yi Rd., Sec. 3, Taipei City, Taiwan (R.O.C.)","25.034205","121.535311"
"Ministry of Economic Affairs","Taipei City","Water Resources Agency in Taipei","9-12F No.41-3 Sec.3 Hsin-yi Rd., Taipei City 106, Taiwan (R.O.C.)","25.033771","121.535213"
"Ministry of Transportation and Communications","Taipei City","Taipei Da-an Post Office","No.89, Sec. 3, Sinyi Rd., Da-an Dist., Taipei 106-58, Taiwan (R.O.C.)","25.033691","121.538257"
"Ministry of Finance","Taipei City","Chang Hwa Bank,Hsin-Yi Branch","No.155, Sec. 4, Xinyi Rd., Da_ an Dist., Taipei City 10681, Taiwan (R.O.C.)","25.033604","121.55009"
"Financial Supervisory Commission, R.O.C.","Taipei City","The SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.Sung Nan Branch","No.275, Hsin Yi Rd., Sec. 4, Taipei City, Taiwan (R.O.C.)","25.033336","121.554434"
"Ministry of Transportation and Communications","Taipei City","Taipei Sanjhangli Post Office","No.337, Sec. 4, Sinyi Rd., Da-an Dist., Taipei 106-92, Taiwan (R.O.C.)","25.033232","121.556387"
"Ministry of Finance","Taipei City","Ta-An Branch of First Commercial Bank","No.382, Sec. 4, Xinyi Rd, Da_an Dist, Taipei City 106, Taiwan (R.O.C.)","25.03288","121.555943"
"Ministry of Finance","Taipei City","Hsin Wei Branch, Hua Nan commercial Bank","2F, No.6, Sec.4, Hsin yi Rd., Taipei City, Taiwan (R.O.C.)","25.038133","121.544237"
"Ministry of Transportation and Communications","Taipei City","Taipei Xinwei Post Office","No.74, Sec. 4, Xinyi Rd., Da-an Dist., Taipei 106-82, Taiwan (R.O.C.)","25.033128","121.546239"
"Ministry of Finance","Taipei City","FirstBank_Xinyi","No.7, Sec.3, Xinyi Rd., Daan Dist., Taipei City 10657, Taiwan (R.O.C)","25.0338466","121.5334014"
"Ministry of Finance","Taipei City","FirstBank_Anhe","No.184, Sec. 4, Xinyi Rd., Da’an Dist., Taipei City 10681, Taiwan (R.O.C.)","25.0330562","121.5513101"
"Ministry of Finance","Taipei City","First Office, National Property Administration","No.18, Lane 116, Guangfu S. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)","25.042973","121.556962"
"Ministry of Finance","Taipei City","Second Office, National Property Administration","No.148, Guangfu S. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)","25.042915","121.557434"
"Ministry of Finance","Taipei City","Da An Branch, Hua Nan commercial Bank","No.458, Kuang Fu S.Rd., Taipei City, Taiwan (R.O.C.)","25.035353","121.557326"
"Ministry of Science and Technology","Taipei City","The 16 floor, MOST","16F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 17 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 18 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 107, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 19 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 108, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 20 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 109, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 21 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 110, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The 22 floor, MOST","17F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 111, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Transportation and Communications","Taipei City","Taiwan Area National Expressway Engineering Bureau 5st Floor","5F., No.1, Ln. 1, Sec. 3, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.025291","121.547091"
"Ministry of Transportation and Communications","Taipei City","Taiwan Area National Expressway Engineering Bureau 7st Floor","7F., No.1, Ln. 1, Sec. 3, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.025291","121.547091"
"Ministry of Justice","Taipei City","Administrative Enforcement Agency","106 2F., No.115, Sec. 1, Heping E. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)","25.026937","121.527016"
"Ministry of Transportation and Communications","Taipei City","Taipei Qingtian Post Office","No.155, Sec. 1, Heping Dist. E. Rd., Da-an Dist., Taipei 106-44, Taiwan (R.O.C.)","25.026618","121.53114"
"Ministry of Transportation and Communications","Taipei City","Taipei Normal University Post Office","No.162, Sec. 1, Heping Dist. E. Rd., Da-an Dist., Taipei 106-10, Taiwan (R.O.C.)","25.026273","121.52705"
"Ministry of Finance","Taipei City","Chang Hwa Bank, Taan Branch","No.177, Sec. 1, Heping E. Rd., Da_ an Dist., Taipei City 10644, Taiwan (R.O.C.)","25.026562","121.533584"
"Ministry of Education","Taipei City","Naer_Taipei Branch","No.181, Heping E. Road, Sec. 1, Da-An District, Taipei City, 106, Taiwan (R.O.C.)","25.026448","121.532757"
"Ministry of Finance","Taipei City","Chang Hwa Bank,Heping Branch","No.106, Sec. 3, Heping E. Rd., Da_ an Dist., Taipei City 10675, Taiwan (R.O.C.)","25.024287","121.55147"
"Ministry of Finance","Taipei City","Hoping Branch of Land Bank","1F., No.15, Sec. 3, Heping E. Rd., Da-an District, Taipei City 10670, Taiwan (R.O.C.)","25.0247766","121.5474223"
"Ministry of Transportation and Communications","Taipei City","Maritime and Port Bureau Of MOTC","No.1, Ln. 1, Sec. 3, Heping E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)","25.025354","121.547342"
"Ministry of Transportation and Communications","Taipei City","Taipei Lioujhangli Post Office","1F, No. 208, Sec. 3, Heping Dist. E. Rd., Da-an Dist., Taipei 106-74, Taiwan (R.O.C.)","25.02286","121.553823"
"Ministry of Science and Technology","Taipei City","The 1st floor Reception Area, MOST","1F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The Eastern side of the 2nd floor Conference Center, MOST","2F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Science and Technology","Taipei City","The West side of the 2nd floor Conference Center, MOST","2F., No.106, Sec. 2, Heping E. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.024999","121.541952"
"Ministry of Finance","Taipei City","FirstBank_Heping","No.151, Sec. 2, Heping E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)","25.025401","121.541222"
"Ministry of Finance","Taipei City","Ho Ping Branch, Hua Nan commercial Bank","No.93, Sec.2, Ho Ping East Rd., Taipei City, Taiwan (R.O.C.)","25.025648","121.539811"
"Ministry of Transportation and Communications","Taipei City","Taipei Chenggong Post Office","No.12, Alley 38, Lane 198, Sihwei Rd., Da-an Dist., Taipei 106-70, Taiwan (R.O.C.)","25.026504","121.545929"
"Ministry of Transportation and Communications","Taipei City","Taiwan Area National Expressway Engineering Bureau 1st Floor","1F., No.6, Ln. 236, Siwei Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.02516","121.547043"
"Ministry of Economic Affairs","Taipei City","Taipower Taipei City Branch","106 No.75, Sec.4, KeeLung Rd., Taipei City , Taiwan (R.O.C.)","25.012429","121.539752"
"Ministry of Transportation and Communications","Taipei City","National Taiwan University of Science and Technology Post Office","No.43, Sec. 4, Jilong Rd., Da-an Dist., Taipei 106-07, Taiwan (R.O.C.)","25.01307","121.541598"
"Ministry of Education","Taipei City","International Building 1st Floor Lobby of National Taiwan University of Science and Technology","No.43, Sec.4, Keelung Rd., Taipei City 106, Taiwan (R.O.C.)","25.013304","121.541619"
"Ministry of Transportation and Communications","Taipei City","Taipei Guangwu Post Office","No.16, Lane 52, Sec. 1, Da-an Rd., Da-an Dist., Taipei 106-91, Taiwan (R.O.C.)","25.043021","121.545601"
"Ministry of Finance","Taipei City","Dahan Branch of Land Bank","1F., No.37, Sec. 2, Da-an Rd., Da-an District, Taipei City 10667, Taiwan (R.O.C.)","25.0316764","121.5461816"
"Ministry of Finance","Taipei City","Mega International Commercial Bankd Co.,Ltd. An Ho Branch","No.62, Sec.2, An-ho Rd., Taipei City 10680, Taiwan (R.O.C.)","25.030446","121.552198"
"Ministry of Transportation and Communications","Taipei City","Taipei Anhe Post Office","No.61, Sec. 2, Anhe Rd., Da-an Dist., Taipei 106-80, Taiwan (R.O.C.)","25.030832","121.552611"
"Ministry of Finance","Taipei City","Chunghsiao Branch of Land Bank","1F., No.129, Sec. 1, Fusing S. Rd., Da-an District, Taipei City 10666, Taiwan (R.O.C.)","25.0429359","121.544077"
"Ministry of Finance","Taipei City","FirstBank_Xinwei","No.370, Sec.1, Fuxing S. Rd., Daan Dist., Taipei City 10656, Taiwan (R.O.C.)","25.034979","121.543303"
"Ministry of Finance","Taipei City","Mega International Commercial Bankd Co.,Ltd. Chung Hsiao Branch","No.233, Sec.4, Chung-hsiao E. Rd., Taipei City 10692, Taiwan (R.O.C.)","25.041613","121.553464"
"Ministry of Transportation and Communications","Taipei City","Tourism Bureau 6th floor office","6F., No.290, Sec. 4, Zhongxiao E. Rd., Da-an District, Taipei City 10694, Taiwan (R.O.C.)","25.041141","121.555878"
"Ministry of Transportation and Communications","Taipei City","Tourism Bureau 7th floor office","7F., No.290, Sec. 4, Zhongxiao E. Rd., Da-an District, Taipei City 10694, Taiwan (R.O.C.)","25.041141","121.555878"
"Ministry of Transportation and Communications","Taipei City","Tourism Bureau 9th floor office","9F., No.290, Sec. 4, Zhongxiao E. Rd., Da-an District, Taipei City 10694, Taiwan (R.O.C.)","25.041141","121.555878"
"Ministry of Transportation and Communications","Taipei City","Taipei Jhengyi Post Office","No.150, Sec. 3, Jhongsiao E. Rd., Da-an Dist., Taipei 106-55, Taiwan (R.O.C.)","25.041498","121.538303"
"Ministry of Finance","Taipei City","Huai Sheng Branch, Hua Nan Commercial Bank","No.247, Sec.3, Chung-Hsiao E. Rd., Taipei City, Taiwan (R.O.C.)","25.041899","121.541292"
"Ministry of Finance","Taipei City","Chang Hwa Bank,Chung-Hsiao Tung Lu","No.164, Sec. 4, Zhongxiao E. Rd., Da_ an Dist., Taipei City 10688, Taiwan (R.O.C.)","25.041306","121.550476"
"Ministry of Transportation and Communications","Taipei City","Taipei Dunnan Post Office","No.9, Lane 170, Sec. 4, Jhongsiao E. Rd., Da-an Dist., Taipei 106-88, Taiwan (R.O.C.)","25.040583","121.550879"
"Ministry of Finance","Taipei City","Chungshiao East Road Branch, Hua Nan commercial Bank","No.212, Sec.4, Chung Hsiao East Rd., Taipei City, Taiwan (R.O.C.)","25.041282","121.552833"
"Ministry of Finance","Taipei City","Northern Region Branch, National Property Administration","3F., No .290, Sec. 4, Jhongsiao E. Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)","25.041264","121.55574"
"Ministry of Finance","Taipei City","Taiwan Cooperative Bank,Dong Taipei Branch","1F,NO.325 CHUNG-HSIAO EAST ROAD,SEC.4 TAIPEI,TAIWAN (R.O.C.)","25.042021","121.556468"
"Ministry of Finance","Taipei City","FirstBank_Yanji","No.289, Sec.4, Zhongxiao E. Rd., Daan Dist., Taipei City 10696, Taiwan (R.O.C)","25.041701","121.554714"
"Ministry of Transportation and Communications","Taipei City","Taipei Jinnan Post Office-1","No.216, Aiguo E. Rd., Da-an Dist., Taipei 106-03, Taiwan (R.O.C.)","25.03184","121.524434"
"Ministry of Transportation and Communications","Taipei City","Taipei Jinnan Post Office-2","No.216, Aiguo E. Rd., Da-an Dist., Taipei 106-03, Taiwan (R.O.C.)","25.03184","121.524434"
"Ministry of Finance","Taipei City","Mega International Commercial Bankd Co.,Ltd. Tun Nan Branch","No.62, Sec.2, Tun-hua S. Rd., Taipei City 10683, Taiwan (R.O.C.)","25.030161","121.548376"
"Financial Supervisory Commission, R.O.C.","Taipei City","The SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.Chung Hsiao Branch","No.225, Tun Hua S. Rd., Sec. 1, Taipei City, Taiwan (R.O.C.)","25.040589","121.54934"
"Ministry of Finance","Taipei City","Tunho Branch, Hua Nan commercial Bank","No.107, Sec.2, Tun Hua S. Rd., Taipei City, Taiwan (R.O.C.)","25.028801","121.549065"
"Ministry of Finance","Taipei City","FirstBank_Dunhua","No.267, Sec. 2, Dunhua S. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)","25.025216","121.549116"
"Ministry of Finance","Taipei City","Tunhua Branch, Hua Nan commercial Bank","No.2, Sec.2, Tunhua S. Rd., Taipei City, Taiwan (R.O.C.)","25.032948","121.548378"
"Financial Supervisory Commission, R.O.C.","Taipei City","The SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.Hsin Yi Branch","No.40, Tun Hua S. Rd., Sec. 2, Taipei City, Taiwan (R.O.C.)","25.031606","121.548313"
"Ministry of Finance","Taipei City","Bank of Taiwan Taan Branch.","1F., No.69, Sec. 2, Dunhua S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.030657","121.549215"
"Ministry of Finance","Taipei City","Chang Hwa Bank,Tunhwa Branch","No.71, Sec. 2, Dunhua S. Rd., Da_ an Dist., Taipei City 10682, Taiwan (R.O.C.)","25.030599","121.549823"
"Ministry of Finance","Taipei City","Tunhua Branch of Land Bank","1F., No.76, Sec. 2, Dunhua S. Rd., Da-an District, Taipei City 10683, Taiwan (R.O.C.)","25.029442","121.548443"
"Ministry of Finance","Taipei City","FirstBank_Shihmao","No.65, Sec.2, Dunhua S. Rd., Daan Dist., Taipei City 10682, Taiwan (R.O.C)","25.0308014","121.5491828"
"Ministry of Transportation and Communications","Taipei City","Taipei Guanghua Post Office","No.7-2, Sec. 1, Xinsheng N. Rd., Da-an Dist., Taipei 106-66, Taiwan (R.O.C.)","25.044838","121.533164"
"Directorate-General of Personnel Administration, Executive Yuan","Taipei City","Area around the Conference Room,CSDI","No.30, Sec. 3, Xinsheng S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.0228309","121.5341921"
"Directorate-General of Personnel Administration, Executive Yuan","Taipei City","Lobby,CSDI","No.30, Sec. 3, Xinsheng S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.0228309","121.5341921"
"Directorate-General of Personnel Administration, Executive Yuan","Taipei City","Area around the Convention Hall (2F), CSDI","No.30, Sec. 3, Xinsheng S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.0228309","121.5341921"
"Directorate-General of Personnel Administration, Executive Yuan","Taipei City","Area around the Convention Hall (3F), CSDI","No.30, Sec. 3, Xinsheng S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.0228309","121.5341921"
"Directorate-General of Personnel Administration, Executive Yuan","Taipei City","Library Reading Area),CSDI","No.30, Sec. 3, Xinsheng S. Rd., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.0228309","121.5341921"
"Ministry of Finance","Taipei City","Da-an Branch, Taipei National Tax Administration, M.O.F.","4F-7F,No.86,Sec.2 Xinsheng S.Rd., Taipei City., Taiwan (R.O.C.)","25.026441","121.534607"
"Council of Agriculture, Executive Yuan","Taipei City","Luodong Forest District Office, Forestry Bureau, Taipei Station","3F., No.61-3, Chaozhou St., Da_an Dist., Taipei City 106, Taiwan (R.O.C.)","25.029408","121.524389"
"Ministry of Transportation and Communications","Taipei City","National Taiwan University Post Office","No.1, Sec. 4, Roosevelt Rd., Da-an Dist., Taipei 106-17, Taiwan (R.O.C.)","25.016984","121.533697"
